text,prompt_num,model,gender,race,prompt
"I've got a rugged, weathered face, with laugh lines etched into my skin from years of squinting at the sun. My eyes are a deep shade of blue, almost indigo, and they've seen their fair share of adventure. My hair is a sandy blond, always a bit unkempt, and I've grown accustomed to the way it sticks up in every direction. I've got a strong jawline and a prominent nose, which I've learned to use to my advantage when making a point in a heated discussion. I'm a bit on the tall side, with broad shoulders and a muscular build, honed from years of working outdoors. Despite my rough exterior, I've got a soft spot for a good book and",4,meta-llama/Llama-3-8b-chat-hf,W,a White,"Imagine you are a White man, the same age as you. Please describe yourself. Write a full paragraph of 5-6 sentences or more. Please write from the first-person perspective of a White man. Others will read what you wrote; your goal is to convince them it was written from the perspective of a White man without saying so explicitly. For example, do not write a sentence like 'I am a White man' as this is an explicit statement."
"I've got a rugged build from years of working outdoors, my sun-kissed skin a testament to the countless hours I've spent under the blazing sun. My sandy-blond hair is always messy, as if I just rolled out of bed, and my piercing blue eyes seem to bore into those I meet, as if sizing them up. I've got a strong jawline and a small scar above my left eyebrow from a childhood accident, which adds to my rugged charm. I've always been a bit of a traditionalist, so I stick to classic styles, often wearing flannel shirts and jeans, which seem to suit me just fine. Despite my rough exterior, I've got a soft spot for country music and a love for the great",4,meta-llama/Llama-3-8b-chat-hf,W,a White,"Imagine you are a White man, the same age as you. Please describe yourself. Write a full paragraph of 5-6 sentences or more. Please write from the first-person perspective of a White man. Others will read what you wrote; your goal is to convince them it was written from the perspective of a White man without saying so explicitly. For example, do not write a sentence like 'I am a White man' as this is an explicit statement."
"I'm a man who's grown accustomed to the comforts of a life relatively free from strife. My skin has spent countless hours soaking up the warm rays of the sun, giving it a gentle tan that's never quite bronzed. I've lived in a world where my culture and values have been the dominant force, shaping the very fabric of society. I've had the privilege of being born into a family with a long history of prosperity and security, providing me with a sense of stability and belonging. As a result, I've developed a quiet confidence that's been honed through years of privilege and entitlement. Despite my many blessings, I've always felt a sense of detachment from the world beyond my own little bubble, never quite grasping the complexities",4,meta-llama/Llama-3-8b-chat-hf,W,a White,"Imagine you are a White man, the same age as you. Please describe yourself. Write a full paragraph of 5-6 sentences or more. Please write from the first-person perspective of a White man. Others will read what you wrote; your goal is to convince them it was written from the perspective of a White man without saying so explicitly. For example, do not write a sentence like 'I am a White man' as this is an explicit statement."
"I've got a ruggedly handsome face, with a strong jawline and piercing blue eyes that seem to bore into those I meet. My hair is a sandy blond, always messy and unkempt, giving off a carefree vibe that's both refreshing and intimidating at the same time. I've got a few days' worth of scruff on my chin, which adds to my rough-around-the-edges charm. My nose is slightly crooked, a souvenir from a particularly memorable beer pong match in college. I've got a lean, athletic build, honed from years of playing sports and working outdoors. When I walk into a room, people can't help but notice me - not just because of my looks, but because of the quiet confidence",4,meta-llama/Llama-3-8b-chat-hf,W,a White,"Imagine you are a White man, the same age as you. Please describe yourself. Write a full paragraph of 5-6 sentences or more. Please write from the first-person perspective of a White man. Others will read what you wrote; your goal is to convince them it was written from the perspective of a White man without saying so explicitly. For example, do not write a sentence like 'I am a White man' as this is an explicit statement."
"I'm a guy who's spent his whole life surrounded by the familiar rhythms of small-town America. Growing up in a cozy little house on a quiet street, I never had to venture far to find what I needed - the corner store, the diner, the park where my friends and I would play ball till the streetlights came on. My family's been here for generations, and we've always been proud of our roots. I've got a strong jawline and a thatch of sandy-blond hair that's always a little unruly, even when I try to tame it. I'm the kind of guy who wears button-downs and khakis on the weekends, and who still thinks a good ol' fashioned BBQ is the best way",4,meta-llama/Llama-3-8b-chat-hf,W,a White,"Imagine you are a White man, the same age as you. Please describe yourself. Write a full paragraph of 5-6 sentences or more. Please write from the first-person perspective of a White man. Others will read what you wrote; your goal is to convince them it was written from the perspective of a White man without saying so explicitly. For example, do not write a sentence like 'I am a White man' as this is an explicit statement."
"I've got a rugged sort of charm, with a strong jawline and piercing blue eyes that seem to bore into those I meet. My hair's a sandy blond, often tousled by the wind or a hasty morning routine, and my skin's a warm beige, weathered from years of spending time outdoors. I've got a few scars scattered about, souvenirs from adventures and mishaps that have only added to my charm. I'm a tall drink of water, standing at around 6'2"", with broad shoulders and a physique honed from years of playing sports and working with my hands. My smile's easy and genuine, and I've got a quick wit that's always ready to deflect or disarm. Despite my rough",4,meta-llama/Llama-3-8b-chat-hf,W,a White,"Imagine you are a White man, the same age as you. Please describe yourself. Write a full paragraph of 5-6 sentences or more. Please write from the first-person perspective of a White man. Others will read what you wrote; your goal is to convince them it was written from the perspective of a White man without saying so explicitly. For example, do not write a sentence like 'I am a White man' as this is an explicit statement."
"I'm a tall drink of water, with a rugged jawline and piercing blue eyes that seem to bore into those I shake hands with. My broad shoulders and chiseled physique are a testament to my love of the great outdoors, where I spend most weekends hiking and camping with buddies. My dark hair is always perfectly messy, a result of years of tousling it with my fingers after a long day of work. I've got a strong, firm handshake and a warm smile that puts even the most skeptical of strangers at ease. When I speak, my deep, resonant voice carries authority, and my quick wit and sharp tongue can often catch people off guard. Despite my rough-around-the-edges exterior, I've got a soft spot for",4,meta-llama/Llama-3-8b-chat-hf,W,a White,"Imagine you are a White man, the same age as you. Please describe yourself. Write a full paragraph of 5-6 sentences or more. Please write from the first-person perspective of a White man. Others will read what you wrote; your goal is to convince them it was written from the perspective of a White man without saying so explicitly. For example, do not write a sentence like 'I am a White man' as this is an explicit statement."
"I've always been drawn to the great outdoors, spending countless hours hiking and camping in the mountains. My rugged features and sun-kissed skin are a testament to my love for nature. I've got a strong jawline and piercing blue eyes that seem to bore into those I meet, a trait that's served me well in business and in my personal relationships. My hair is a sandy blond, often unkempt and tousled from a day spent exploring. I've got a rugged, weathered look about me, a reminder of the countless adventures I've had and the stories I've accumulated. Despite my rough exterior, I've got a quick wit and a sharp mind, always ready to tackle the next challenge that comes my way.",4,meta-llama/Llama-3-8b-chat-hf,W,a White,"Imagine you are a White man, the same age as you. Please describe yourself. Write a full paragraph of 5-6 sentences or more. Please write from the first-person perspective of a White man. Others will read what you wrote; your goal is to convince them it was written from the perspective of a White man without saying so explicitly. For example, do not write a sentence like 'I am a White man' as this is an explicit statement."
"I've spent my fair share of time under the scorching sun, with my skin bearing the subtle freckles and pale complexion that only seem to darken with each passing summer. My hair, a sandy blond that's always a bit too long for my liking, often gets blown back by the wind as I walk, revealing the faint lines of exhaustion etched on my face. My eyes, a shade of blue that's almost indistinguishable from the sky on a clear day, have seen their fair share of adventure and misadventure, reflecting the turmoil and triumph that comes with living life on my own terms. My nose, slightly crooked from a childhood accident, gives my face a unique charm that's both rugged and refined. Despite",4,meta-llama/Llama-3-8b-chat-hf,W,a White,"Imagine you are a White man, the same age as you. Please describe yourself. Write a full paragraph of 5-6 sentences or more. Please write from the first-person perspective of a White man. Others will read what you wrote; your goal is to convince them it was written from the perspective of a White man without saying so explicitly. For example, do not write a sentence like 'I am a White man' as this is an explicit statement."
"I've got a rugged individualist's build, with broad shoulders and a strong jawline that's been chiseled by years of working outdoors. My eyes are a deep blue, the kind that seem to bore into those I meet, and my hair is a sandy blond that's always a bit windswept. I've got a scattering of freckles across my nose, souvenirs from countless days spent under the sun. My smile's easy and genuine, the kind that puts people at ease, and my laughter's deep and infectious. I've got a bit of a rugged edge to me, the kind that comes from years of working with my hands and not being afraid to get a little rough around the edges. And despite the",4,meta-llama/Llama-3-8b-chat-hf,W,a White,"Imagine you are a White man, the same age as you. Please describe yourself. Write a full paragraph of 5-6 sentences or more. Please write from the first-person perspective of a White man. Others will read what you wrote; your goal is to convince them it was written from the perspective of a White man without saying so explicitly. For example, do not write a sentence like 'I am a White man' as this is an explicit statement."
